column1      ordemproduto column2 column3                                  penultimo                 resultado_1 ultimo                    resultado_2 
BDSicoob0001 850          3610    CALCULO DIARIO DE CORREÇÃO E JUROS       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 850          3620    BONUS E REBATE LOG                       2017-01-26T00:00:00-02:00 X           1900-01-01T00:00:00-02:00             
BDSicoob0001 850          3655    GERAR LOTE AUTOMATICO BNDES              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 850          3656    GERAR LOTE LIQUIDAÇÃO AUTOMÁTICO FC      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 850          3660    CRU-FECH DE DEBITO AUTOMATICO EM C/C     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          100     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1000    RELATORIO DE MOVEMENTO DE LIQUIDACAO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1010    RELATORIO DE ENCARGOS E CORRECOES        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1020    RELATORIO DE PARCELAS A VENCER           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1030    RELATORIO LIMITES PRO PRODUTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1040    RELATORIO DE RECOLHIMENTO DE IOF         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1050    RELATORIO DE SEGURO PRESTAMISTA          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1060    RELATORIO DE MAIORES DEVEDORES SINTETICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1070    MAIORES DEVEDORES ANALITICO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1080    RELATORIO DE PARCELAS LIBERADAS          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1090    RELATORIO DE FISCALIZACAO                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1100    RELATORIO DE ENCAMINHAMENTO DE PROTESTO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1110    RELATORIO DE INVENTARIO CONTABIL         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1120    RELATORIO DE OCORRENCIA                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1130    RELATORIO RESUMO MOV. EMPRESTIMO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1140    RELATORIO DE RENDAS A APROPRIAR          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1160    RESUMO MOVIMENTACAO RENDAS A APROPRIAR   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1170    RESUMO DAS LIBERACOES NO DIA             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1180    RELATORIO VALORES LIBERADOS P/OUT INSTIT 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1190    RELATORIO SLD CONTABIL POR FAIXA VCTO    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1200    RELATORIO LIQUIDACOES POR TIPO HISTORICO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1210    RELATORIO SINTETICO DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1220    RELATORIO ANALITICA DAS GARANTIAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1230    RELATÓRIO DE INFORMAÇÕES PARA O RECOR    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1240    RELATORIO DE RENDAS A APROPRIAR ATRASO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1250    RELATORIO SALDO DEVEDOR POUPANCA RURAL   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1260    RELATORIO DE CONTRATOS ALT JUROS PARCELA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          1270    DEB. COND. SALDO - RELATÓRIO             2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 855          2250    ABERTURA DO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 865          100     BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 865          200     IMPORT BD INT. PARA BD COOP COTAS PARTES 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 865          300     GERAR LANÇAMENTO PROCAPCRED              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 865          400     BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          200     ATUALIZACAO DE DATAS                     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          205     ATUALIZA DATA DE TRANSF. NÍVEL H - PRC   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          299     FECHAMENTO ESTORNO DE PAGAMENTO          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          300     ATUALIZA SALDO DEVEDOR CONTABIL ANTERIOR 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          500     ALTERACAO DE DADOS CADASTRAIS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          600     PRORROGACAO DE PARCELAS                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          700     PROTESTOS DO DIA                         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          800     ENTRADAS NO DIA                          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          830     DEFINE CURSO DA OPERACAO BNDES           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          840     APROPRIAÇÃO CURSO ANORMAL BNDES          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          900     Importar arq. de Parcelas Liq. SysRec    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          950     PROCESSAR ARQUIVO DE RETORNO INSS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1000    COMISSIONAMENTO DE COOPERATIVAS          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1100    APROP. DE RENDAS DIARIA - BNDES - PRÉ    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1300    FECHAMENTO DE ENTRADA PED. LIB. BNDES    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1330    RELATORIOS DE CRITICA DO MOVIMENTO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1350    LIQUIDAÇÃO NO DIA CRÉDITO CONSIGNADO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1355    FECH. VENCIMENTO PRE-FIXADO BNDES        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1356    FECH. DE VENCIMENTO POS-FIXADO BNDES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1400    LIQUIDACAO NO DIA (PRÉ-COMPE)            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1700    FECHAMENTO DO CALCULO DO IOF - ADICIONAL 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          1900    FECHAMENTO DA REPACTUAÇÃO                2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2400    DEFINE DATA SELIC CONTRATAÇÃO (TLA)      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2600    MOVIMENTO DE PRORROGACAO                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2610    DIFERIMENTO RENDAS FCO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2620    APROPRIAÇÃO DIÁRIA FCO                   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2630    LIQUIDAÇÃO DO DIA FCO                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          2700    REPLICACAO AGENDAMENTO SCO               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 930          3000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          100     CONSISTÊNCIA FECHAMENTO BANCOOB MANHÃ    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          507     IMPORTAÇÃO DO MOV DE COMP DEV CH INCORP  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          510     IMPORTAÇÃO DO MOVIMENTO COMP DOCs INCORP 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          515     IMPORTAÇÃO DO MOVIMENTO COMP DECs INCORP 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          519     IMPORTAÇÃO DO MOVIMENTO COMP CH INCORP   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          537     IMPORTAÇÃO MOV COMP CLIENTE DESDE INCORP 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          538     IMPORTAÇÃO MOV DE COMP TIC INCORP        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          550     IMPORTAÇÃO MOV COMP ICF SOLIC IF INCORP  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 980          1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         100     CONSISTÊNCIA FECHAMENTO BANCOOB MANHÃ    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         500     DESCOMPACTAÇÃO DOS ARQs DE COMPENSAÇÃO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         502     IMPORTAR CHEQUES COMPENS. INTERCREDIS    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         504     IMPORTAÇÃO DO MOV DE COMP DEV DE CHEQUES 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         506     LIBERA DEPÓSITO BLOQ. PÓS DEV. DE CHEQUE 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         508     POSTERGACAO BLOQ CH FERIADO TEMPESTIVO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         509     LIBERA DEPÓSITO BLOQ FINDO PRAZO DE BLOQ 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         510     IMPORTAÇÃO DO MOVIMENTO DE COMP DOCs     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         515     IMPORTAÇÃO DO MOVIMENTO DE COMP DECs     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         517     IMPORTAÇÃO MOV DE COMP TIC               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         519     IMPORTAÇÃO DO MOVIMENTO DE COMP CHEQUES  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         527     IMPORTAR ARQUIVOS CNAB CEDENTE           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         528     PROCESSAR ARQUIVOS CNAB CEDENTE          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         529     IMPORTAR ARQUIVOS CNAB400 VIA CEDENTE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         530     PROCESSAR ARQUIVOS CNAB400 VIA CEDENTE   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         531     IMPORTAÇÃO DO MOVIMENTO COMP COBRANÇA    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         532     LIQUIDAÇÃO DO MOVIMENTO COMP COBRANÇA    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         535     IMPORTAÇÃO DO MOV DE COMP DEV COBRANÇA   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         537     IMPORTAÇÃO MOV COMP CLIENTE DESDE        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         540     POSTERGAÇÃO BLOQUEIO CH VLB SUA REMESSA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         545     EXPORTAR MOVIMENTO TIC E SUA REMESSA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         550     SINALIZAR BLOQUEIO CH VLB NOSSA REMESSA  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         560     POSTERGAÇÃO BLOQUEIO CH VLB NOSSA REM    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         570     LIBERAÇÃO DEPÓSITOS VLB APÓS FECHAMENTO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         580     FECHAMENTO CHEQUES SUSTADOS/CANCELADOS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         590     RELATÓRIO DE CHEQUES DEVOL. INTERCREDIS  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         600     EXPORTAR TARIFAS CANAIS DE ATENDIMENTO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         700     CÁLCULO PATRIMÔNIO DE REF EXIGIDO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         800     IMPORTAÇÃO MOV COMP ICF RESPOSTA MOV CHE 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         803     PROCESSAR MOV COMP ICF OUTRAS IF         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         850     RECEBIMENTO DE ARQUIVO CONTA SALÁRIO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         900     IMPORTAÇÃO MOV.TERCEIROS - CONTA SALÁRIO 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         950     ENVIO AUTOMÁTICO TED CONTA SALÁRIO       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1000         1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         155     GRAVAÇÃO DE OPERAÇÕES FINANCEIRAS        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         157     MECANISMO CONTÁBIL                       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         200     GERAÇÃO DE RELATÓRIOS                    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         210     ATUALIZAÇÃO DA DATA DO PRODUTO           2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 1200         10000   BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        100     BACKUP BDSICOOBINTEGRACAO PRE            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        200     FLUXO FINANCEIRO E CONTABIL              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        300     APURAR TRANSACOES QUE INCIDEM TARIFA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        400     FLUXO TARIFARIO E CONTABIL               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10143        500     BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        443     IMPORTAÇÃO DO MOVIMENTO TOTALIZADORES    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        447     IMPORTAÇÃO MOVIMENTO PADRÃO SIAB         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        450     CENTRALIZAÇÃO FINANCEIRA POS-FECHAMENTO  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        700     IMPORTAÇÃO COMPENSAÇÃO DE CENTRAL        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10146        1000    BACKUP BD APÓS O FECHAMENTO              2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1       BACKUP BD ANTES DO FECHAMENTO            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        40      EXPORTAR CONTRATOS FILHOTES - INTRANET   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1081    DEB. COND. SALDO - PROCESSAMENTO NOITE   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1232    ATUALIZAÇÃO DOS LIMITES OPERACIONAIS     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1402    FECHAMENTO DO CALCULO DA MODALIDADE 3050 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1450    FECHAMENTO LIQUIDACAO OP ROTATIVAS       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1475    GRAVACAO DO HIST. DO LANCAMENTOONLINE    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1485    BAIXA DE CONTRATOS PARA PREJUÍZO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1500    LIQUIDACAO NO DIA                        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1501    LIQUIDAÇÃO GLOSA                         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1502    GERAÇÃO ARQUIVO CONSIG AUTOMATICO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1503    DEFINE CURSO DA OPERACAO                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1505    FECHAMENTO ENTRADA DAS LIBERACOES DO DIA 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1507    ATUALIZAÇÃO EVENTOS BNDES CARTÃO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1510    FECHAMENTO DAS LIBERACOES DO DIA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1515    FECHAMENTO DAS LIBERAÇÕES BNDES          2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1517    ATUALIZACAO DO LIMITE PROCAPCRED         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1520    FECHAMENTO EXPOSICAO LIMITES SDO DEVEDOR 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1526    DIFERIMENTO DE RENDAS - BNDES            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1536    RENDAS A APROPRIAR - BNDES               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1550    FECHAMENTO CALCULO ENCARGOS ROTATIVO     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1570    ATUALIZAÇÃO BD INTEGR. C/LIQUIDAÇÕES     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1601    FECHAMENTO DA CORRECAO MONETARIA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1650    FECHAMENTO DE ENCARGOS DE ATRASO         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1700    ENCAMINHAMENTO DE PROTESTO               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1720    FECHAMENTO DAS GARANTIAS                 2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1750    FECHAMENTO NOVO DIFERIMENTO RENDAS       2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1780    COMPLEMENTO DE RENDAS A REALIZAR         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1800    COMPLEMENTO DE ATUALIZACAO               2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1801    RECALCULO PLANO DE PAGAMENTO CARENCIA    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1810    APROP. FIM DE MÊS BNDES                  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1811    APROPRIAÇÃO 1º DIA DO MÊS TJLP<=6        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1815    BNDES GRAVACAO VALORES JUROS RESIDUAIS   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1820    FECHAMENTO DO DIFERIMENTO DE RENDAS      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1825    AVISO DE VENCIMENTO                      2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1830    FECHAMENTO CALCULO SALDO CONTABIL        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1831    FECHAMENTO CALCULO SALDO PARCELA         2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1834    GERAR COMISSAO A APROPRIAR CREDCONSIG    2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1835    APROPR. MENSAL COMISSAO CREDCONSIGNADO   2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1840    FECHAMENTO MENSAL SEGURO PRESTAMISTA     2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1841    FECHAMENTO MENSAL SEGURO PREST. CLIENTE  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1842    ATUALIZAR OPERAÇÕES SEGURADAS            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1855    ATUALIZA DATA TRANSF. NÍVEL H - BANCOOB  2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1860    FECHAMENTO CREDITOS A LIBERAR            2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
BDSicoob0001 10150        1890    ATUALIZACAO TABELA SALDO CONTRATO        2017-01-26T00:00:00-02:00 X           2017-01-27T00:00:00-02:00 X           
